,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
116,TSLA230512C00136000,2023-05-01 16:49:32+00:00,136.0,25.99,24.55,25.8,0.0,0.0,,2,0.6958038232421876,True,REGULAR,USD
117,TSLA230512C00137000,2023-05-01 17:31:34+00:00,137.0,25.4,23.6,24.85,0.0,0.0,,1,0.68555001953125,True,REGULAR,USD
118,TSLA230512C00140000,2023-05-03 19:50:00+00:00,140.0,21.0,20.75,21.55,-0.8500004,-3.890162,214.0,243,0.5927775097656252,True,REGULAR,USD
119,TSLA230512C00141000,2023-05-03 19:58:54+00:00,141.0,20.9,19.8,21.05,1.3899994,7.1245484,6.0,11,0.6342810009765626,True,REGULAR,USD
120,TSLA230512C00142000,2023-05-01 15:04:04+00:00,142.0,20.2,18.9,20.0,0.0,0.0,12.0,13,0.6137733935546876,True,REGULAR,USD
121,TSLA230512C00143000,2023-05-02 18:37:24+00:00,143.0,18.65,17.05,19.0,0.19999886,1.0840046,3.0,15,0.6889679541015626,True,REGULAR,USD
122,TSLA230512C00144000,2023-05-03 15:27:04+00:00,144.0,20.0,17.05,18.0,1.2000008,6.382983,4.0,3,0.577152666015625,True,REGULAR,USD
123,TSLA230512C00145000,2023-05-03 19:40:57+00:00,145.0,16.68,16.4,17.1,-0.9899998,-5.602715,132.0,171,0.5910685424804689,True,REGULAR,USD
124,TSLA230512C00146000,2023-05-02 15:10:03+00:00,146.0,18.0,15.4,16.05,0.62999916,3.626938,6.0,32,0.559574716796875,True,REGULAR,USD
125,TSLA230512C00147000,2023-05-03 19:53:35+00:00,147.0,15.0,14.5,15.3,0.3000002,2.0408175,13.0,25,0.5598188549804688,True,REGULAR,USD
126,TSLA230512C00148000,2023-05-03 19:30:01+00:00,148.0,15.02,13.55,14.65,1.3200006,9.635041,22.0,21,0.5610395458984375,True,REGULAR,USD
127,TSLA230512C00149000,2023-05-03 19:43:02+00:00,149.0,13.3,12.75,14.1,0.6000004,4.7244124,21.0,145,0.57617611328125,True,REGULAR,USD
